Data do empenho;Número do empenho;Descrição do órgão;Histórico do empenho;Nome do credor;Valor do empenho;Valor liquidado R$;Valor pago R$;Saldo a pagar R$
 17/07/2018; 217; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ALUGUEL SISTEMA FLY TRANSPARENCIA PROVENIENTE DO MES DE JULHO/2018; BETHA SISTEMAS LTDA; R$ 200,93; R$ 200,93; R$ 200,93; R$ 0,00
 28/06/2018; 200; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE AÇUCAR DE USO DA COPA E COZINHA DESTA CASA LEGISLALTIVA; MERCADO GUTO LTDA; R$ 34,17; R$ 34,17; R$ 34,17; R$ 0,00
 07/08/2018; 234; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF AQUISIÇÃO DE GENEROS ALIMENTICIOS  CHAS DE USO DA COPA DESTA CASA LEGISLALTIVA; MERCADO GUTO LTDA; R$ 30,79; R$ 30,79; R$ 30,79; R$ 0,00
 03/12/2018; 333; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA MES DE NOVEMBRO 2018 PROVENIENTE INTERENT IP FIXO; DUNET LTDA ME; R$ 259,90; R$ 259,90; R$ 259,90; R$ 0,00
 21/05/2018; 161; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, BISCOITOS DIVEROSOS DE USO DA COPA DESTA CASA LEGISLALTIVA; MERCADO GUTO LTDA; R$ 8,91; R$ 8,91; R$ 8,91; R$ 0,00
 13/08/2018; 238; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE  GENEROS ALIMENTICIOS BISCOTOS DIVERSOS DE USO DA COPA E COZINHA; MERCADO GUTO LTDA; R$ 13,38; R$ 13,38; R$ 13,38; R$ 0,00
 24/09/2018; 276; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA TELEFONE LINHA MOVEL PLANO DA PRESIDENCIA, SECRETARIO GERAL, TESOURARIA, RECPÇÃO DESTA CASA LEGISLATIVA PROVENIENTE DO MES DE SETEMBRO/2018; TIM CELULARES S/A; R$ 451,46; R$ 451,46; R$ 451,46; R$ 0,00
 04/12/2018; 334; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA REF, ORDEM DE SERVIÇO DE DIÁRIA  Nº 40/2018
SR. JOSE ENIO DA SILVA OCUPANTE DO CARGO DE VEREADOR PRESIDENTE DESTE PODER LEGISLATIVO MUNICIPAL ESTA SE DESLOCANDO PARA A CIDADE DE ARARANGUA  SC, SAÍDA PREVISTA AS 14:00 HORAS DO DIA 04/12/2018, RETORNANDO AS  19:00 HORAS DO MESMO DIA TENDO DIREITO A MEIA DIÁRIA NO VALOR DE 326,00 CONFORME LEI  MUNICIPAL Nº183, DE 19 DE ABRIL DE 2000 
         
ASSUNTO: PARTICIPAR DA INAUGURAÇÃO DA POLICLINICA REGIONAL DO  VALE DA AMESC CONFORME CONVITE EM ANEXO."; JOSE ENIO DA SILVA; R$ 326,00; R$ 326,00; R$ 326,00; R$ 0,00
 16/03/2018; 85; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE FITA VEDA ROSA E UMA TORNEIRA DE PIA; LAJOSUL MATERIAIS P/ CONSTRUCAO LTDA; R$ 65,65; R$ 65,65; R$ 65,65; R$ 0,00
 20/06/2018; 192; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQISIÇÃO DE UMA FECHADURA EXTERNA DE USO NA CAMARA DE VEREADORES; GAIVOTA COM. MAT. P/ CONSTRUCAO LTDA; R$ 90,19; R$ 90,19; R$ 90,19; R$ 0,00
 30/01/2018; 33; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE UM GAZ DE COZINHA 13K; EVANDRO CANDIDO DA LUZ-ME; R$ 75,00; R$ 75,00; R$ 75,00; R$ 0,00
 27/02/2018; 67; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA ENERGIA ELETRICA MES 02/2018 DESCA CASA LEGISLALTIVA NA 3ºAV JARDIN ULTRAMAR 479; CENTRAIS ELETRICAS DE SANTA CATARINA S/A; R$ 334,08; R$ 334,08; R$ 334,08; R$ 0,00
 23/04/2018; 126; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, TAXA BANCARIA TRANSFERENCIA ARQUIVO FOLHA MES ABRIL/2018 CONFORME CONTRATO EM VIGENCIA; SICOOB CREDIJA; R$ 26,00; R$ 26,00; R$ 26,00; R$ 0,00
 01/11/2018; 306; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA SERIVÇO PROVEDOR INTERNET IP FIXO 50MB PROVENIENTE DO MES DE OUTUBRO/2018; DUNET LTDA ME; R$ 259,90; R$ 259,90; R$ 259,90; R$ 0,00
 01/11/2018; 305; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA ENERGIA ELETRICA PREDIO PROVISORIO ALUGADO PARA FUNCIONAMENTO DA SEDE DESTE PODER LEGISLATIVO DO MES DE OUTUBRO/2018; CENTRAIS ELETRICAS DE SANTA CATARINA S/A; R$ 364,05; R$ 364,05; R$ 364,05; R$ 0,00
 06/12/2018; 342; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, TAXAS BANCARIAS TRANSFERENCIA ARQUIVO CONFORME CONTRATO EM VIGOR; SICOOB CREDIJA; R$ 10,00; R$ 10,00; R$ 10,00; R$ 0,00
 20/03/2018; 93; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA TELEFONIA MOVEL PLANO PRESIDENCIA, SECRETÁRIO GERAL, TESOURARIA, REECPÇÃO DO MES DE MARÇO/2018; TIM CELULARES S/A; R$ 456,58; R$ 456,58; R$ 456,58; R$ 0,00
 15/03/2018; 83; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTRATO 008/2015 ALUGUEL SISITEMA FLY TRANSPARENCIA PROVENIENTE DO MES DE MARÇO/2018; BETHA SISTEMAS LTDA; R$ 200,93; R$ 200,93; R$ 200,93; R$ 0,00
 16/04/2018; 113; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ALUGUEL SISTEMA FLY TRANSPARENCIA CONFORME CONTRATO 008/2015; BETHA SISTEMAS LTDA; R$ 200,93; R$ 200,93; R$ 200,93; R$ 0,00
 15/08/2018; 240; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ALUGUEL SISTEMA FLAY TRANSPARENCIA MES AGOSTO/2018 CONFORME CONTRATO 08/2015; BETHA SISTEMAS LTDA; R$ 215,83; R$ 215,83; R$ 215,83; R$ 0,00
 18/06/2018; 191; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE GENEROS ALIMENTICIOS DE USO DA COPA DESTA CASA LEGISLATIVA; MERCADO GUTO LTDA; R$ 11,61; R$ 11,61; R$ 11,61; R$ 0,00
 28/05/2018; 166; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE BISCOITOS DIVERSOS DE USO DA COPA DESTA CASA LEGISLALTIVA; MERCADO GUTO LTDA; R$ 11,60; R$ 11,60; R$ 11,60; R$ 0,00
 04/06/2018; 175; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE UM AGARRAFA TERMICA CAFE, AÇUCAR, LEITE, DE USO DA COPA E COZINHA DESTA CASA LEGISLALTIVA; MERCADO GUTO LTDA; R$ 188,62; R$ 188,62; R$ 188,62; R$ 0,00
 16/05/2018; 150; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA ORDEM DE SERVIÇO DE DIÁRIA Nº 21/2018
O Sr. ANDERSON JOAQUIN DOS SANTOS CARGO DE VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CAPITAL DO BRASIL BRASILIA DF, SAÍDA PREVISTA AS 06:00 HORAS DO DIA 21/05/2018, RETORNANDO AS 20:00 HORAS DO DIA 24/05/2018 TENDO DIREITO A UMA DIARIA SEM PERNOITE NO VALOR DE 450,00 (QUATROCENTOS E CINQUENTA  REAIS ) E TREZ DIAS COM PERNOITE NO VALOR DE 600,00 (SEISCENTOS REAIS) CADA TOTAL DE 2.250,00 (DOIS MIL DUZENTOS E CINQUENTA REAIS) CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.

         ASSUNTO: PARTICIPAR DA XXI MARCHA A BRASILIA EM DEFESA DOS MUNICIPIOS ORGANIZADO PELA CNM NOS DIAS 21/05/2018 24/05/2018 CONFORME PROGRAMAÇÃO EM ANEXO."; ANDERSON JOAQUIM DOS SANTOS; R$ 2.250,00; R$ 2.250,00; R$ 2.250,00; R$ 0,00
 10/12/2018; 348; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, INTERNET MES DE DEZEMBRO/2018; DUNET LTDA ME; R$ 259,90; R$ 259,90; R$ 259,90; R$ 0,00
 15/03/2018; 81; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE GENEROS ALIMENTICIOS BISCOITOS DIVERSOS, CAFE, AÇUCAR, DE USO DA COPA E COZINHA DESTA CASA LEGISLALTIVA; MERCADO GUTO LTDA; R$ 111,05; R$ 111,05; R$ 111,05; R$ 0,00
 19/05/2022; 1904; SECRETARIA DE EDUCAÇÃO; EMPENHO REFERENTE AO PAGAMENTO DO AUXÍLIO TRANSPORTE, PREVISTO NO ART. 1° DA LEI N°1162, DE 15 DE FEVEREIRO DE 2022, REGULAMENTADA PELO DECRETO N° 021 DE 13 DE ABRIL DE 2022.; THAYS LEITE RABELO; R$ 2.348,55; -; -; -
 21/05/2018; 157; Camara Municipal de Balneario Gaivota; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 05/18 FUNCIONARIOS EFETIVOS E COMISSIONADO; FOLHA DE PAGAMENTO SERVIDORES; R$ 29.738,40; R$ 29.738,40; R$ 29.738,40; R$ 0,00
 21/05/2018; 158; Camara Municipal de Balneario Gaivota; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/05/18 VEREADORES; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 6.102,37; R$ 6.102,37; R$ 6.102,37; R$ 0,00
 21/05/2018; 159; Camara Municipal de Balneario Gaivota; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 05/18 DOS SERVIDORES; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 6.365,90; R$ 6.365,90; R$ 6.365,90; R$ 0,00
 22/01/2018; 18; Camara Municipal de Balneario Gaivota; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/18; SUBSIDIO DE VEREADORES; R$ 30.450,16; R$ 30.450,16; R$ 30.450,16; R$ 0,00
 18/06/2018; 187; Camara Municipal de Balneario Gaivota; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL DOS VEREADORES 06/18; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 6.078,43; R$ 6.078,43; R$ 6.078,43; R$ 0,00
 18/10/2018; 297; Camara Municipal de Balneario Gaivota; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE FOLHA MENSAL 10/18 DOS SERVIDORES; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 6.207,97; R$ 6.207,97; R$ 6.207,97; R$ 0,00
 19/11/2018; 313; Camara Municipal de Balneario Gaivota; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 11/18; FOLHA DE PAGAMENTO SERVIDORES; R$ 33.019,13; R$ 33.019,13; R$ 33.019,13; R$ 0,00
 19/11/2018; 314; Camara Municipal de Balneario Gaivota; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL DOS VEREADORES  11/18; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 6.102,37; R$ 6.102,37; R$ 6.102,37; R$ 0,00
 19/11/2018; 315; Camara Municipal de Balneario Gaivota; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS  DOS SERVIDORES11/18; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 6.368,06; R$ 6.368,06; R$ 6.368,06; R$ 0,00
 05/12/2018; 336; Camara Municipal de Balneario Gaivota; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE FOLHA MENSAL 12/18; FOLHA DE PAGAMENTO SERVIDORES; R$ 32.034,51; R$ 32.034,51; R$ 32.034,51; R$ 0,00
 05/12/2018; 339; Camara Municipal de Balneario Gaivota; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE 13o. SALARIO INTEGRAL 12/18; FOLHA DE PAGAMENTO SERVIDORES; R$ 30.029,69; R$ 30.029,69; R$ 30.029,69; R$ 0,00
 05/12/2018; 340; Camara Municipal de Balneario Gaivota; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE 13o. SALARIO INTEGRAL 12/18; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 6.218,19; R$ 6.218,19; R$ 6.218,19; R$ 0,00
 22/01/2018; 19; Camara Municipal de Balneario Gaivota; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/18; FOLHA DE PAGAMENTO SERVIDORES; R$ 28.147,39; R$ 28.147,39; R$ 28.147,39; R$ 0,00
 22/01/2018; 20; Camara Municipal de Balneario Gaivota; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/18; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 5.993,86; R$ 5.993,86; R$ 5.993,86; R$ 0,00
 22/01/2018; 21; Camara Municipal de Balneario Gaivota; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/18; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 5.928,25; R$ 5.928,25; R$ 5.928,25; R$ 0,00
 20/09/2018; 271; Camara Municipal de Balneario Gaivota; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE FOLHA MENSAL 09/18; FOLHA DE PAGAMENTO SERVIDORES; R$ 30.614,06; R$ 30.614,06; R$ 30.614,06; R$ 0,00
 20/09/2018; 272; Camara Municipal de Balneario Gaivota; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE INSS VEREADORES  MENSAL 09/18; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 6.820,29; R$ 6.820,29; R$ 6.820,29; R$ 0,00
 14/11/2018; 308; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, INSS PARTE EMPRESA PAGO A MENOR NO ANO DE 2013  CONFORME AUTO DE INFRAÇÃO 09201012018.7311881; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 250,00; R$ 250,00; R$ 250,00; R$ 0,00
 19/01/2018; 16; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE GENEROS ALIMENTICIO BISCOITOS DIVERSOS; MERCADO GUTO LTDA; R$ 8,82; R$ 8,82; R$ 8,82; R$ 0,00
 19/02/2018; 50; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ALUGUEL SISTEMA FOLHA DE PAGAMENTO DO MES DE FAVEREIRO 2018 CONFORME CONTRATO 002/2016; BETHA SISTEMAS LTDA; R$ 323,73; R$ 323,73; R$ 323,73; R$ 0,00
 16/11/2018; 310; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTRATO 008/2015 ALUGUEL SISTEMA FLY TRANSPARENCIA PROVENIENTE DO MES DE NOVEMBRO/2018; BETHA SISTEMAS LTDA; R$ 217,49; R$ 217,49; R$ 217,49; R$ 0,00
 03/07/2018; 205; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE GENEROS ALIMENTICIOS AÇUCAR, CAFE, BISCOITO DIVERSOS, LEITE DE USO DA COPA E COZINHA DESTA CASA LEGISLALTIVA; MERCADO GUTO LTDA; R$ 98,56; R$ 98,56; R$ 98,56; R$ 0,00
 14/06/2018; 181; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ALUGUEL AUTOMOVEL LOGAN PARA DESLOCAMENTO DE SERVIDORES E VEREADOR DESTE PODER LEGISLALTIVO PARA PARACIPAR DO CONGRESSO DOS PREFEIROS NA CIDADE DE FLORIANOPOLIS NOS DIA 11 A 14 DE JUNHO DE 2018; AUTO ESTRADA LOCADORA DE VEICULOS LTDA; R$ 742,00; R$ 742,00; R$ 742,00; R$ 0,00
 18/10/2018; 298; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ORDEM DE SERVIÇO DE DIÁRIA Nº 33/2018 O Sr. JULIANO MATIAS SUPPI  CARGO DE VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CIDADE DE  FLORIANOPOLIS SC SAÍDA PREVISTA AS 07:00 HORAS DO DIA 17/10/2018, RETORNANDO AS 18:00 HORAS MESMO DIA  TENDO DIREITO A UMA DIARIA SEM PERNOITE NO VALOR DE 300,00 (TREZENTOS  REAIS ) CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.ASSUNTO: VISITA AO CEAC NA ASSEMPLEIA LEGISLALTIVA DOS ESTADO DE SANTA CATARINA PARA TRATAR DE ASSUNTOS RELEVANTES A RODOVIA JOSE TISCOSKI QUE LIGA SOMBRIO BAL.GAIVOTA; JULIANO MATIAS SUPPI; R$ 300,00; R$ 300,00; R$ 300,00; R$ 0,00
 25/07/2018; 223; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE 1 GAZ P13 4 AGUA 20L E 5 FARDOS DE AGUA 500ML DE USO DA COPA E COZINHA DESTA CASA LEGISLALTIVA; EVANDRO CANDIDO DA LUZ-ME; R$ 168,00; R$ 168,00; R$ 168,00; R$ 0,00
 01/06/2018; 173; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA ENERGIA ELETRICA PREDIO LOCADO PELA CAMARA DE VEREADORES DO MES DE MAIO/2018; CENTRAIS ELETRICAS DE SANTA CATARINA S/A; R$ 351,17; R$ 351,17; R$ 351,17; R$ 0,00
 18/06/2018; 189; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, INSS PARTE EMPRESA SOBRE CONTRATO PRESTAÇÃO SERVIÇO 08/2018; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 400,00; R$ 400,00; R$ 400,00; R$ 0,00
 21/12/2018; 365; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, PRESTAÇÃO DE SERVIÇO DE INSTALAÇÃO DE 4 AR CONDIONADO DE ATE 12000 BTS  COLOCÇÃO DE GAZ EM 4 AR CONDICIONADO DE ATE 12000 BTUS COLETA DE 4 AR CONDICIONADO, RETIRADA DE 2 AR CONDICIONADO DE 24000 BTUS , INSTALAÇÃO DE 2 AR COND. DE 24000 BTUS , COLOCAÇÃO DE GAZ EM 2AR DE 24000 BTUS, SUBSTITUIÇÃO DE BUGES DE LIGAÇÃO. NA SEDE DA CAMARA DE VEREADORES PRAIA TURIMAR BLOCO A; ALEX DELUCA QUERINO; R$ 2.520,00; R$ 2.520,00; R$ 2.520,00; R$ 0,00
 17/04/2018; 116; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ORDEM DE SERVIÇO DE DIÁRIA Nº 11/2018 O Sr. ADIR IVO RAMOS CARGO DE VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CAPITAL DO ESTADO FLORIANOPOLIS SC, SAÍDA PREVISTA AS 08:00 HORAS DO DIA 18/04/2018, RETORNANDO AS 20:00 HORAS DO MESMO DIA  TENDO DIREITO A UMA DIARIA SEM PERNOITE NO VALOR DE 300,00 (TREZENTOS REAIS ) CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015. ASSUNTO: VISITA A CEAC DA ASSEMPLEIA LEGISLATIVA  CONFORME DECLARAÇÃO EM ANEXO.; ADIR IVO RAMOS; R$ 300,00; R$ 300,00; R$ 300,00; R$ 0,00
 15/06/2018; 182; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ALUGUEL SISTEMA CONTABILIDADE PUBLICA E SISTEMA PATRIMONIO PUBLICO PROVENIENTE DO MES DE JUNHO/2018 CONFORME CONTRATO 08/2015; BETHA SISTEMAS LTDA; R$ 680,95; R$ 680,95; R$ 680,95; R$ 0,00
 17/07/2018; 216; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ALUGUEL SISTEMA CONTABILIDADE PUBLICA E SISTEMA PATRIMONIO PUBLICO MES DE JULHO/2018; BETHA SISTEMAS LTDA; R$ 680,95; R$ 680,95; R$ 680,95; R$ 0,00
 17/07/2018; 215; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, GENEROS ALIMENTICIOS BISCOITOS DIVERSOS DE USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; MERCADO GUTO LTDA; R$ 28,43; R$ 28,43; R$ 28,43; R$ 0,00
 07/03/2018; 74; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF AGUA E REFRIGERENTE PARA SESSEÃO SOLENE DE ENCERRAMENTO DO ANO DE 2017 NA SEDE DESTA CASA LEGISLALTIV. BEBIDAS EM GERAL DE USO DA COPA.; PEREIRA & MARGUTI LTDA ME; R$ 500,00; R$ 500,00; R$ 500,00; R$ 0,00
 26/11/2018; 321; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA ORDEM DE SERVIÇO DE DIÁRIA Nº 35/2018
O Sr. ANDERSON JOAQUIN DOS SANTOS  CARGO DE VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CIDADE DE  FLORIANOPOLIS SC SAÍDA PREVISTA AS 19:00 HORAS DO DIA 27/11/2018, RETORNANDO AS 12:00 HORAS DO DIA 30/11/2018 TENDO DIREITO A TREZ DIARIA COM PERNOITE NO VALOR DE 400,00  CADA TOTAL DE 1.200,00 CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.
ASSUNTO: PARTICIPAR DO CONGRESSO ESTADUAL DE VEREADORES DOS ESTADO DE SANTA CATARINA -UVESC NA CIDADE DE FLORIANOPOLIS AUDITORIO DA ALESC NOS DIAS 28 A 30 DE NOVEMBRO DE 2018 CONFORME FOLDER EM ANEXO."; ANDERSON JOAQUIM DOS SANTOS; R$ 1.200,00; R$ 1.200,00; R$ 1.200,00; R$ 0,00
 30/11/2018; 330; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, LUCAÇÃO DE UM AUTOMOVEL HB20 BRANCO PARA LOCOMOÇÃO DE SERVIDORES E VEREADORES PARA PARTICIPAR DO CONGRESSO DA UVESC NA CIDADE DE FLORIANOPOLIS SC NOS DIAS 27 A 30/11/2018; AUTO ESTRADA LOCADORA DE VEICULOS LTDA; R$ 692,00; R$ 692,00; R$ 692,00; R$ 0,00
 16/04/2018; 112; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ALUGUEL SISTEMA CONTABILIDADE PUBLICA SISTEMA PATRIMONIO PUBLICO CONFORME CONTRATO 008/2015; BETHA SISTEMAS LTDA; R$ 680,95; R$ 680,95; R$ 680,95; R$ 0,00
 15/12/2018; 358; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE DE UMA GARRA TERMICA INOX; GAIVOTA COM. MAT. P/ CONSTRUCAO LTDA; R$ 98,16; R$ 98,16; R$ 98,16; R$ 0,00
 14/05/2018; 140; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA REF, ORDEM DE SERVIÇO DE DIÁRIA  Nº 15/2018 O SR. JOSE ENIO DA SILVA OCUPANTE DO CARGO DE VEREADOR PRESIDENTE DESTE PODER LEGISLATIVO MUNICIPAL ESTA SE DESLOCANDO PARA A CAPITAL DO ESTADO FLORIANOPOLIS SC, SAÍDA PREVISTA AS 08:00 HORAS DO DIA 08/05/2018, RETORNANDO AS  20:00 HORAS DO MESMO DIA TENDO DIREITO  A UMA DIÁRIA SEM PERNOITE NO VALOR DE 652,00 (SEISCENTOS CINQUENTA DOIS REAIS) CONFORME LEI  MUNICIPAL Nº183, DE 19 DE ABRIL DE 2000 
         
ASSUNTO: VISITA A ASSEMPLEIA LEGISLATIVA GABINETE DO DEPUTADO ESTADUAL. CONFORME DECLARAÇÃO EM ANEXO,"; JOSE ENIO DA SILVA; R$ 652,00; R$ 652,00; R$ 652,00; R$ 0,00
 16/05/2018; 146; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA ORDEM DE SERVIÇO DE DIÁRIA Nº 17/2018
O Sr. ADIR IVO RAMOS CARGO DE VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CAPITAL DO BRASIL BRASILIA DF, SAÍDA PREVISTA AS 06:00 HORAS DO DIA 21/05/2018, RETORNANDO AS 20:00 HORAS DO DIA 24/05/2018 TENDO DIREITO A UMA DIARIA SEM PERNOITE NO VALOR DE 450,00 (QUATROCENTOS E CINQUENTA  REAIS ) E TREZ DIAS COM PERNOITE NO VALOR DE 600,00 (SEISCENTOS REAIS) CADA TOTAL DE 2.250,00 (DOIS MIL DUZENTOS E CINQUENTA REAIS) CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.

         ASSUNTO: PARTICIPAR DA XXI MARCHA A BRASILIA EM DEFESA DOS MUNICIPIOS ORGANIZADO PELA CNM NOS DIAS 21/05/2018 24/05/2018 CONFORME PROGRAMAÇÃO EM ANEXO."; ADIR IVO RAMOS; R$ 2.250,00; R$ 2.250,00; R$ 2.250,00; R$ 0,00
 15/06/2018; 183; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ALUGUEL SISTEMA FLY TRASPARENCIA PROVENIENTE DO MES DE JUNHO/2018 CONFORME CONTRATO 08/2015; BETHA SISTEMAS LTDA; R$ 200,93; R$ 200,93; R$ 200,93; R$ 0,00
 03/05/2018; 134; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇAO DE GENEROS ALIMENTICIOS OLEO, CAFE, AÇUCAR, BISCOITOS DIVEROSOS, DE USO DA COPA DESTA CASA LEGISLALTIVA; MERCADO GUTO LTDA; R$ 114,30; R$ 114,30; R$ 114,30; R$ 0,00
 16/11/2018; 309; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, PARTE CONTRATO 02/2016 ALUGUEL SISTEMA FOLHA PROVENIENTE DO MES DE NOVEMBRO/2018; BETHA SISTEMAS LTDA; R$ 350,41; R$ 350,41; R$ 350,41; R$ 0,00
